,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
1938,Final Fantasy Crystal Chronicles: The Crystal Bearers,Wii,2009.0,Role-Playing,Square Enix  ,0.21,0.08,0.08,0.03,0.4,66.0,53.0,8.7,184.0,Square Enix,T
1939,Ghost Trick: Phantom Detective,DS,2011.0,Adventure,Capcom  ,0.17,0.08,0.12,0.02,0.39,83.0,60.0,9.7,1398.0,Capcom,T
1940,The Dog Island,Wii,2008.0,Adventure,Ubisoft  ,0.34,0.01,0.0,0.03,0.38,70.0,4.0,8.5,18.0,Yuke's,E
1941,Harry Potter and the Prisoner of Azkaban,GameCube,2004.0,Action Adventure,Electronic Arts  ,0.29,0.08,0.0,0.01,0.38,67.0,22.0,7.6,11.0,EA Games,E
1942,The Golden Compass,PSP,2007.0,Action Adventure,Sega  ,0.11,0.16,0.0,0.1,0.37,28.0,4.0,4.0,8.0,Shiny Entertainment,E10+
1944,Life is Strange,PlayStation 4,2016.0,Sci-Fi,Square Enix  ,0.11,0.16,0.05,0.05,0.37,85.0,23.0,8.6,1958.0,DONTNOD Entertainment,M
1945,Overlord: Dark Legend,Wii,2009.0,Action Adventure,Codemasters  ,0.11,0.22,0.0,0.04,0.37,68.0,30.0,7.7,19.0,"Climax Group, Climax Studios",T
1946,Harry Potter and the Order of the Phoenix,PSP,2007.0,Action Adventure,Electronic Arts  ,0.1,0.17,0.0,0.1,0.37,52.0,11.0,7.5,22.0,EA Games,E10+
1948,Robots,PlayStation 2,2005.0,Action Adventure,VU Games  ,0.18,0.14,0.0,0.05,0.37,53.0,6.0,6.1,15.0,Eurocom Entertainment Software,E
1949,Marvel Super Hero Squad,Wii,2009.0,Action,THQ  ,0.3,0.03,0.0,0.03,0.36,49.0,16.0,6.1,18.0,Blue Tongue Entertainment,E10+
1950,The Chronicles of Narnia: Prince Caspian,Wii,2008.0,Action Adventure,Disney Interactive Studios  ,0.31,0.02,0.0,0.03,0.36,63.0,5.0,7.4,14.0,Traveller's Tales,T
1951,Harry Potter and the Chamber of Secrets,Xbox,2002.0,Action Adventure,Electronic Arts  ,0.27,0.08,0.0,0.01,0.36000000000000004,77.0,13.0,7.6,17.0,Eurocom Entertainment Software,E
1953,Charlie and the Chocolate Factory,PlayStation 2,2005.0,Action Adventure,Global Star Software  ,0.17,0.13,0.0,0.04,0.34,35.0,21.0,4.1,29.0,"High Voltage Software, Backbone Entertainment",E
1954,Danganronpa: Trigger Happy Havoc,PlayStation Vita,2014.0,Action Adventure,NIS America  ,0.09,0.06,0.15,0.05,0.35,80.0,55.0,8.7,311.0,Spike Chunsoft,M
1955,Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,PlayStation 2,2005.0,Action Adventure,Buena Vista  ,0.17,0.13,0.0,0.04,0.34,65.0,34.0,8.7,26.0,Capcom,E10+
1956,Leisure Suit Larry: Magna Cum Laude,PlayStation 2,2004.0,Adventure,VU Games  ,0.17,0.13,0.0,0.04,0.34,60.0,44.0,6.6,27.0,High Voltage Software,M
1957,Beyond Good & Evil,PlayStation 2,2003.0,Action Adventure,Ubisoft  ,0.16,0.13,0.0,0.04,0.33,86.0,45.0,8.9,142.0,Ubisoft Montpellier,T
1958,Mystery Case Files: The Malgrave Incident,Wii,2011.0,Miscellaneous,Nintendo  ,0.17,0.13,0.0,0.03,0.33000000000000007,65.0,26.0,8.0,6.0,Sanzaru Games,E
1959,Avatar: The Last Airbender,DS,2006.0,Action Adventure,THQ  ,0.3,0.01,0.0,0.02,0.33,64.0,9.0,7.3,11.0,TOSE,E
1962,Clock Tower 3,PlayStation 2,2003.0,Action Adventure,Capcom  ,0.1,0.08,0.12,0.03,0.32999999999999996,69.0,28.0,7.6,57.0,SunSoft,M
1965,Silent Hill: Downpour,Xbox 360,2012.0,Action Adventure,Konami  ,0.22,0.08,0.0,0.03,0.32999999999999996,68.0,38.0,7.3,330.0,Konami,M
1966,Prince of Persia: The Sands of Time,GameCube,2003.0,Action Adventure,Ubisoft  ,0.25,0.06,0.0,0.01,0.32,92.0,33.0,8.1,63.0,Ubisoft,T
1968,Shenmue II,Xbox,2002.0,Action Adventure,Microsoft  ,0.22,0.08,0.0,0.01,0.31,80.0,31.0,8.9,156.0,Sega AM2,T
1971,Silent Hill: Shattered Memories,PSP,2010.0,Action Adventure,Konami  ,0.09,0.13,0.01,0.07,0.30000000000000004,73.0,28.0,7.5,71.0,"Climax Group, Climax Studios",M
1972,Charlie and the Chocolate Factory,Game Boy Advance,2005.0,Action Adventure,Global Star Software  ,0.22,0.08,0.0,0.01,0.31,36.0,5.0,4.0,8.0,"High Voltage Software, Backbone Entertainment",E
1973,Neopets: The Darkest Faerie,PlayStation 2,2005.0,Adventure,Sony Computer Entertainment  ,0.15,0.12,0.0,0.04,0.31,61.0,18.0,8.5,34.0,Idol Minds,E10+
1974,24: The Game,PlayStation 2,2006.0,Action Adventure,2K Games  ,0.15,0.12,0.0,0.04,0.31,62.0,53.0,8.0,50.0,SCE Studio Cambridge,M
1976,Harry Potter and the Order of the Phoenix,Xbox 360,2007.0,Action Adventure,Electronic Arts  ,0.24,0.03,0.0,0.02,0.29000000000000004,68.0,38.0,4.8,33.0,EA Games,E10+
1977,Lupin the 3rd: Treasure of the Sorcerer King,PlayStation 2,2004.0,Action,Bandai  ,0.02,0.02,0.25,0.01,0.3,67.0,16.0,7.2,5.0,Banpresto,T
1978,Up,Xbox 360,2009.0,Action Adventure,THQ  ,0.2,0.07,0.0,0.03,0.30000000000000004,61.0,18.0,7.0,8.0,Heavy Iron Studios,E10+
1979,Trace Memory,DS,2005.0,Adventure,Nintendo  ,0.15,0.01,0.12,0.01,0.29000000000000004,70.0,51.0,8.2,52.0,Cing,T
1982,Majin and the Forsaken Kingdom,PlayStation 3,2010.0,Action,Namco Bandai  ,0.09,0.14,0.01,0.05,0.29000000000000004,72.0,49.0,8.0,45.0,Game Republic,T
1983,Sherlock Holmes: Crimes & Punishments,PlayStation 4,2014.0,Adventure,Focus Home Interactive  ,0.1,0.14,0.0,0.05,0.29000000000000004,73.0,36.0,7.1,244.0,Frogwares,M
1984,The Golden Compass,PlayStation 3,2007.0,Action Adventure,Sega  ,0.14,0.1,0.0,0.05,0.29000000000000004,40.0,17.0,4.8,16.0,Shiny Entertainment,E10+
1985,Pirates of the Caribbean: Dead Man's Chest,PSP,2006.0,Action Adventure,Buena Vista  ,0.25,0.01,0.0,0.02,0.28,52.0,34.0,8.2,20.0,Griptonite Games,T
1987,Avatar: The Last Airbender,Wii,2006.0,Action Adventure,THQ  ,0.23,0.02,0.0,0.02,0.27,56.0,15.0,5.8,8.0,AWE Games,E10+
1988,Myst III: Exile,PlayStation 2,2002.0,Adventure,Ubisoft  ,0.14,0.11,0.0,0.04,0.29,57.0,9.0,7.0,4.0,Presto Studios,E
1990,Evil Dead: Hail to the King,PlayStation,2000.0,Action Adventure,THQ  ,0.15,0.1,0.0,0.02,0.27,51.0,8.0,6.3,18.0,Heavy Iron Studios,M
1991,Harry Potter and the Order of the Phoenix,PlayStation 2,2007.0,Action Adventure,Electronic Arts  ,0.13,0.1,0.0,0.03,0.26,61.0,17.0,5.7,56.0,EA Games,E10+
1993,The Adventures of Tintin: The Game,PlayStation 3,2011.0,Adventure,Ubisoft  ,0.06,0.15,0.0,0.05,0.26,59.0,27.0,6.7,23.0,Ubisoft Montpellier,E10+
1996,Batman: Vengeance,GameCube,2001.0,Action Adventure,Ubisoft  ,0.2,0.05,0.0,0.01,0.26,70.0,17.0,6.1,21.0,Ubisoft Montreal,T
1998,Drakan: The Ancients' Gates,PlayStation 2,2002.0,Action Adventure,Sony Computer Entertainment  ,0.13,0.1,0.0,0.03,0.26,78.0,31.0,8.7,45.0,Surreal Software,M
1999,Nancy Drew: The Mystery of the Clue Bender Society,DS,2008.0,Adventure,Majesco  ,0.24,0.0,0.0,0.02,0.26,46.0,5.0,3.1,7.0,Gorilla Systems,E10+
2000,Pirates of the Caribbean: Dead Man's Chest,DS,2006.0,Action Adventure,Buena Vista  ,0.23,0.01,0.0,0.02,0.26,63.0,11.0,7.2,9.0,Amaze Entertainment,T
2001,Bomberman Generation,GameCube,2002.0,Adventure,Majesco  ,0.15,0.04,0.06,0.01,0.26,81.0,19.0,8.3,24.0,Hudson,E
2003,Prison Break: The Conspiracy,PlayStation 3,2010.0,Adventure,Deep Silver  ,0.05,0.16,0.0,0.05,0.26,42.0,33.0,4.2,24.0,ZootFly,T
2004,Up,PlayStation 3,2009.0,Action Adventure,THQ  ,0.15,0.06,0.0,0.03,0.24,65.0,5.0,5.2,6.0,Heavy Iron Studios,E10+
2005,The Mummy: Tomb of the Dragon Emperor,PlayStation 2,2008.0,Action Adventure,Sierra Entertainment  ,0.12,0.1,0.0,0.03,0.25,38.0,7.0,6.1,7.0,Eurocom Entertainment Software,T
2007,Pirates of the Caribbean: The Legend of Jack Sparrow,PlayStation 2,2006.0,Action Adventure,Bethesda Softworks  ,0.12,0.09,0.0,0.03,0.24,51.0,32.0,7.2,22.0,7 Studios,T
2010,The Testament of Sherlock Holmes,PlayStation 3,2012.0,General,Focus Home Interactive  ,0.05,0.15,0.0,0.04,0.24000000000000002,65.0,16.0,7.3,38.0,Frogwares,M
2012,The Adventures of Tintin: The Game,Xbox 360,2011.0,Adventure,Ubisoft  ,0.07,0.14,0.0,0.03,0.24000000000000002,63.0,35.0,6.4,13.0,Ubisoft Montpellier,E10+
2013,Harry Potter and the Order of the Phoenix,PlayStation 3,2007.0,Action Adventure,Electronic Arts  ,0.18,0.04,0.0,0.02,0.24,67.0,35.0,4.7,39.0,EA Games,E10+
2015,Classic NES Series: The Legend of Zelda,Game Boy Advance,2004.0,Role-Playing,Nintendo  ,0.46,0.17,0.24,0.02,0.89,84.0,16.0,8.5,101.0,Nintendo,E
2016,Classic NES Series: The Legend of Zelda,Game Boy Advance,2004.0,Role-Playing,Nintendo  ,0.0,0.0,0.24,0.0,0.24,84.0,16.0,8.5,101.0,Nintendo,E
2017,Broken Sword: Shadow of the Templars - The Director's Cut,Wii,2009.0,Adventure,Ubisoft  ,0.11,0.1,0.0,0.02,0.23,74.0,29.0,8.2,16.0,Revolution Software,T
2018,Disney's A Christmas Carol,DS,2009.0,Adventure,Disney Interactive Studios  ,0.21,0.01,0.0,0.02,0.24,66.0,7.0,6.4,5.0,Sumo Digital,E
2019,Harry Potter and the Goblet of Fire,DS,2005.0,Action Adventure,Electronic Arts  ,0.2,0.01,0.0,0.02,0.23,68.0,15.0,5.0,8.0,Magic Pockets,E
2020,Harry Potter and the Goblet of Fire,Xbox,2005.0,Action Adventure,Electronic Arts  ,0.18,0.05,0.0,0.01,0.24,68.0,26.0,4.7,15.0,Electronic Arts,E10+
2022,Corpse Party: Blood Drive,PlayStation Vita,2015.0,Action Adventure,Xseed Games  ,0.11,0.01,0.06,0.04,0.22,60.0,19.0,7.7,70.0,5pb,M
2028,The Polar Express,PlayStation 2,2004.0,Action Adventure,THQ  ,0.11,0.09,0.0,0.03,0.23,39.0,10.0,5.9,14.0,Blue Tongue,E
2030,The Wolf Among Us,PlayStation 4,2014.0,Action Adventure,Telltale Games  ,0.11,0.07,0.0,0.04,0.22,83.0,6.0,8.5,495.0,Telltale Games,M
2031,Afrika,PlayStation 3,2009.0,Simulation,Natsume  ,0.12,0.0,0.08,0.01,0.21000000000000002,63.0,12.0,6.2,36.0,Rhino Studios,E10+
2032,Scooby-Doo! Mystery Mayhem,GameCube,2004.0,Action Adventure,THQ  ,0.17,0.04,0.0,0.01,0.22000000000000003,54.0,17.0,7.0,5.0,Artificial Mind and Movement,E
2033,Herdy Gerdy,PlayStation 2,2002.0,Action Adventure,Eidos Interactive  ,0.11,0.08,0.0,0.03,0.22,69.0,24.0,5.5,16.0,Core Design Ltd.,E
2035,Hannah Montana: The Movie,Xbox 360,2009.0,Action,Disney Interactive Studios  ,0.14,0.05,0.0,0.02,0.21,25.0,4.0,4.0,50.0,n-Space,E
2037,Cursed Mountain,Wii,2009.0,Action Adventure,Deep Silver  ,0.09,0.1,0.0,0.02,0.21,67.0,51.0,7.5,38.0,"Deep Silver, Sproing Interactive Media, Sproing",M
2038,Shadow of Destiny,PlayStation 2,2001.0,Adventure,Konami  ,0.09,0.07,0.03,0.02,0.21,78.0,18.0,8.3,27.0,Konami,T
2039,Prison Break: The Conspiracy,Xbox 360,2010.0,Adventure,Deep Silver  ,0.07,0.11,0.0,0.02,0.19999999999999998,40.0,37.0,4.8,23.0,ZootFly,T
2040,Eagle Flight,PlayStation 4,2016.0,Action,Ubisoft  ,0.09,0.08,0.0,0.03,0.19999999999999998,73.0,36.0,6.9,48.0,"Ubisoft, FunHouse",E10+
2042,Prince of Persia: Warrior Within,GameCube,2004.0,Action Adventure,Ubisoft  ,0.15,0.04,0.0,0.01,0.2,83.0,31.0,8.0,30.0,Ubisoft,M
2043,Harry Potter and the Goblet of Fire,PSP,2005.0,Action Adventure,Electronic Arts  ,0.17,0.0,0.0,0.02,0.19,70.0,13.0,6.9,17.0,Electronic Arts,E10+
2044,Family Guy,PSP,2006.0,Adventure,2K Games  ,0.18,0.0,0.0,0.02,0.19999999999999998,51.0,14.0,6.2,18.0,High Voltage Software,M
2045,Disney's Magical Mirror Starring Mickey Mouse,GameCube,2002.0,Adventure,Nintendo  ,0.15,0.04,0.0,0.01,0.2,50.0,9.0,7.8,13.0,Capcom,E
2047,Legacy of Kain: Defiance,Xbox,2003.0,Action Adventure,Eidos Interactive  ,0.14,0.04,0.0,0.01,0.19000000000000003,74.0,30.0,7.9,21.0,Crystal Dynamics,M
2048,Majin and the Forsaken Kingdom,Xbox 360,2010.0,Action,Namco Bandai  ,0.14,0.03,0.0,0.01,0.18000000000000002,74.0,46.0,7.9,31.0,Game Republic,T
2049,Avatar: The Last Airbender - Into the Inferno,Wii,2008.0,Action Adventure,THQ  ,0.17,0.01,0.0,0.01,0.19000000000000003,53.0,5.0,6.8,6.0,"THQ Australia, THQ Studio Australia",E10+
2050,Tomb Raider: Underworld,DS,2008.0,Action Adventure,Eidos Interactive  ,0.15,0.02,0.0,0.01,0.18,70.0,9.0,7.8,12.0,Santa Cruz Games,T
2052,Frogger's Adventures 2: The Lost Wand,Game Boy Advance,2002.0,Adventure,Konami  ,0.14,0.05,0.0,0.0,0.19,75.0,4.0,7.5,6.0,Konami,E
2053,Chibi-Robo! Park Patrol,DS,2007.0,Action Adventure,Nintendo  ,0.0,0.0,0.19,0.0,0.19,78.0,14.0,7.7,17.0,Skip Ltd.,E
2056,Siren,PlayStation 2,2003.0,Action Adventure,Sony Computer Entertainment  ,0.09,0.07,0.0,0.02,0.18,72.0,48.0,7.9,58.0,SCE Japan Studio,M
2057,Jurassic Park III: Island Attack,Game Boy Advance,2001.0,Adventure,Konami  ,0.13,0.05,0.0,0.0,0.18,57.0,6.0,6.5,4.0,Konami,E
2058,The Chronicles of Narnia: Prince Caspian,Xbox 360,2008.0,Action Adventure,Disney Interactive Studios  ,0.16,0.01,0.0,0.01,0.18000000000000002,56.0,24.0,7.1,14.0,Traveller's Tales,T
2060,Silent Hill 4: The Room,Xbox,2004.0,Action Adventure,Konami  ,0.14,0.04,0.0,0.01,0.19000000000000003,76.0,43.0,8.1,44.0,KCET,M
2062,Danganronpa V3: Killing Harmony,PlayStation Vita,2017.0,Adventure,NIS America  ,0.02,0.01,0.13,0.01,0.17,80.0,7.0,7.2,75.0,Spike Chunsoft,M
2063,Charlie and the Chocolate Factory,GameCube,2005.0,Action Adventure,Global Star Software  ,0.14,0.04,0.0,0.0,0.18000000000000002,39.0,16.0,3.2,6.0,"High Voltage Software, Backbone Entertainment",E
2065,Danganronpa 2: Goodbye Despair,PlayStation Vita,2014.0,Action,NIS America  ,0.08,0.05,0.0,0.04,0.17,81.0,50.0,8.7,261.0,Spike Chunsoft,M
2068,Warriors of Might and Magic,PlayStation 2,2001.0,Action Adventure,3DO  ,0.09,0.07,0.0,0.02,0.18,49.0,12.0,6.0,10.0,3DO,T
2070,The Chronicles of Narnia: Prince Caspian,PlayStation 3,2008.0,Action Adventure,Disney Interactive Studios  ,0.14,0.02,0.0,0.02,0.18,56.0,16.0,5.9,12.0,Traveller's Tales,T
2071,The Hobbit,GameCube,2003.0,Adventure,Sierra Entertainment  ,0.13,0.03,0.0,0.0,0.16,61.0,17.0,8.1,16.0,Inevitable Entertainment,E
2072,Lost in Blue 3,DS,2008.0,Action Adventure,Konami  ,0.09,0.02,0.06,0.01,0.18,59.0,19.0,6.3,4.0,Matrix Software,E10+
2073,Disney's Atlantis: The Lost Empire,PlayStation,2001.0,Adventure,Sony Computer Entertainment  ,0.1,0.07,0.0,0.01,0.18000000000000002,73.0,7.0,8.1,20.0,Eurocom Entertainment Software,E
2074,Clock Tower II: The Struggle Within,PlayStation,1999.0,Action Adventure,Agetec  ,0.02,0.01,0.12,0.01,0.16,49.0,5.0,6.2,20.0,Human Entertainment,M
2075,Leisure Suit Larry: Magna Cum Laude,Xbox,2004.0,Adventure,VU Games  ,0.12,0.04,0.0,0.01,0.17,62.0,49.0,6.6,14.0,High Voltage Software,M
2076,Cubivore: Survival of the Fittest,GameCube,2002.0,Miscellaneous,Atlus  ,0.01,0.0,0.15,0.0,0.16,71.0,12.0,8.1,22.0,Nintendo,E
2077,Doctor Lautrec and the Forgotten Knights,3DS,2011.0,Miscellaneous,Konami  ,0.07,0.05,0.03,0.01,0.16000000000000003,53.0,19.0,5.4,9.0,WinkySoft,E10+
2078,Leisure Suit Larry: Box Office Bust,Xbox 360,2009.0,Action Adventure,Codemasters  ,0.14,0.01,0.0,0.01,0.16000000000000003,25.0,27.0,2.5,44.0,Team17,M
2079,Kya: Dark Lineage,PlayStation 2,2003.0,Action Adventure,Atari  ,0.08,0.06,0.0,0.02,0.16,69.0,25.0,8.4,37.0,Eden Studios,T
2080,Goosebumps HorrorLand,Wii,2008.0,Adventure,Scholastic Inc.  ,0.15,0.0,0.0,0.01,0.16,37.0,4.0,3.6,14.0,SScholastic Media,E10+
2081,Shadow Man: 2econd Coming,PlayStation 2,2002.0,Action Adventure,Acclaim Entertainment  ,0.08,0.06,0.0,0.02,0.16,68.0,24.0,7.8,13.0,Acclaim,M
2082,Alone in the Dark: The New Nightmare,PlayStation,2001.0,Action Adventure,Infogrames  ,0.09,0.06,0.0,0.01,0.16,77.0,15.0,8.3,67.0,Darkworks,M
2083,James Noir's Hollywood Crimes,3DS,2011.0,Miscellaneous,Ubisoft  ,0.07,0.07,0.0,0.01,0.15000000000000002,60.0,22.0,6.6,7.0,Ubisoft,T
2084,The Adventures of Tintin: The Game,3DS,2011.0,Adventure,Ubisoft  ,0.05,0.09,0.0,0.02,0.16,56.0,8.0,5.2,13.0,Ubisoft Montpellier,E10+
2085,Time Hollow,DS,2008.0,Adventure,Konami  ,0.03,0.01,0.11,0.0,0.15,64.0,24.0,7.5,28.0,Tenky,T
2087,The Godfather: Blackhand Edition,Wii,2007.0,Action Adventure,Electronic Arts  ,0.14,0.0,0.0,0.01,0.15000000000000002,77.0,38.0,8.4,53.0,EA Redwood Shores,M
2088,Brothers: A Tale of Two Sons,PlayStation 4,2015.0,Action Adventure,505 Games  ,0.04,0.09,0.0,0.02,0.15,81.0,10.0,8.0,208.0,Starbreeze,T
2089,Megamind: Ultimate Showdown,PlayStation 3,2010.0,Action,THQ  ,0.07,0.06,0.0,0.02,0.15,43.0,5.0,4.1,7.0,"THQ Australia, THQ Studio Australia",E10+
2090,Prince of Persia: The Sands of Time,Game Boy Advance,2003.0,Action Adventure,Ubisoft  ,0.11,0.04,0.0,0.0,0.15,75.0,25.0,8.0,9.0,Ubisoft Montreal,T
2091,Indigo Prophecy,PlayStation 2,2005.0,Adventure,Atari  ,0.07,0.06,0.0,0.02,0.15,83.0,47.0,8.0,153.0,Quantic Dream,M
2092,RiME,Switch,2017.0,Action,Grey Box  ,0.11,0.03,0.0,0.01,0.15000000000000002,64.0,22.0,6.1,79.0,"Tantalus, Tequila Works",E10+
2094,Geist,GameCube,2005.0,Action,Nintendo  ,0.11,0.03,0.0,0.0,0.14,66.0,43.0,8.2,31.0,n-Space,M
2095,Sam & Max: Season One,Wii,2008.0,Miscellaneous,The Adventure Company  ,0.13,0.01,0.0,0.01,0.15000000000000002,74.0,34.0,8.1,17.0,Telltale Games,T
2096,Shenmue II,Dreamcast,2001.0,Action Adventure,Sega  ,0.0,0.0,0.15,0.0,0.15,88.0,9.0,9.1,339.0,Sega AM2,T
2097,Dragon Quest Builders 2,PlayStation 4,2019.0,Role-Playing,Square Enix  ,0.0,0.0,0.15,0.0,0.15,86.0,63.0,7.7,108.0,"Omega Force, Square Enix",E10+
2098,Prince of Persia: The Two Thrones,GameCube,2005.0,Action Adventure,Ubisoft  ,0.11,0.03,0.0,0.0,0.14,84.0,34.0,7.7,26.0,Ubisoft,M
2099,Nancy Drew: The White Wolf of Icicle Creek,Wii,2008.0,Adventure,Sega  ,0.14,0.0,0.0,0.01,0.15000000000000002,67.0,9.0,8.2,5.0,Her Interactive,E
2100,Alien: Isolation,PC,2014.0,Action Adventure,Sega  ,0.0,0.14,0.0,0.01,0.15000000000000002,81.0,41.0,8.5,2129.0,Creative Assembly,M
2101,Second Sight,PlayStation 2,2004.0,Action Adventure,Codemasters  ,0.07,0.05,0.0,0.02,0.14,76.0,48.0,7.9,30.0,Free Radical Design,T
2102,Monster House,PlayStation 2,2006.0,Action Adventure,THQ  ,0.07,0.05,0.0,0.02,0.14,59.0,27.0,5.4,7.0,Artificial Mind and Movement,E10+
2103,Dragon Quest Builders 2,Switch,2019.0,Role-Playing,Square Enix  ,0.0,0.0,0.14,0.0,0.14,85.0,27.0,8.3,177.0,Square Enix,E10+
2104,Pirates: The Legend of Black Kat,PlayStation 2,2002.0,Action Adventure,Electronic Arts  ,0.07,0.05,0.0,0.02,0.14,72.0,24.0,8.1,13.0,Westwood Studios,T
2106,Sphinx and the Cursed Mummy,GameCube,2003.0,Action Adventure,THQ  ,0.11,0.03,0.0,0.0,0.14,79.0,22.0,8.4,17.0,Eurocom Entertainment Software,T
2108,Ecco the Dolphin: Defender of the Future,PlayStation 2,2002.0,Action Adventure,Acclaim Entertainment  ,0.07,0.05,0.0,0.02,0.14,71.0,17.0,8.5,13.0,Appaloosa Interactive,E
2109,Enclave,Xbox,2002.0,Action Adventure,Conspiracy Entertainment  ,0.11,0.03,0.0,0.01,0.15000000000000002,66.0,28.0,7.8,14.0,Starbreeze,M
2110,NCIS,Xbox 360,2011.0,Adventure,Ubisoft  ,0.1,0.02,0.0,0.01,0.13,35.0,11.0,4.0,7.0,Ubisoft,T
2111,Happy Feet,Wii,2006.0,Action,Midway Games  ,0.12,0.0,0.0,0.01,0.13,46.0,11.0,6.9,17.0,Artificial Mind and Movement,E
2112,Tomb Raider: The Prophecy,Game Boy Advance,2002.0,Action Adventure,Ubisoft  ,0.1,0.04,0.0,0.0,0.14,66.0,20.0,8.3,16.0,Ubisoft Milan,T
2114,King Arthur,PlayStation 2,2004.0,Action Adventure,Konami  ,0.07,0.05,0.0,0.02,0.14,59.0,22.0,8.3,13.0,Krome Studios,T
2117,Alone in the Dark: Inferno,PlayStation 3,2008.0,Action Adventure,Atari  ,0.09,0.03,0.0,0.01,0.13,69.0,25.0,5.6,68.0,Eden Studios,M
2118,Chicken Run,PlayStation,2000.0,Action,Eidos Interactive  ,0.07,0.05,0.0,0.01,0.13,75.0,7.0,7.1,11.0,Blitz Games,E
2121,Shaman King: Power of Spirit,PlayStation 2,2004.0,Action Adventure,Konami  ,0.06,0.05,0.0,0.02,0.13,54.0,9.0,8.3,18.0,WinkySoft,T
2123,Star Wars: Lethal Alliance,PSP,2006.0,Action Adventure,Ubisoft  ,0.11,0.01,0.0,0.01,0.13,61.0,31.0,6.8,11.0,Ubisoft Montreal,T
2125,Utawarerumono: Mask of Deception,PlayStation 4,2017.0,Strategy,Atlus  ,0.05,0.0,0.07,0.01,0.13,68.0,22.0,7.7,53.0,Aqua Plus,M
2126,Avatar: The Last Airbender - Into the Inferno,DS,2008.0,Action Adventure,THQ  ,0.11,0.01,0.0,0.01,0.13,65.0,5.0,7.3,6.0,Halfbrick Studios,E
2127,Zero Escape: Zero Time Dilemma,3DS,2016.0,Adventure,Aksys Games  ,0.08,0.0,0.03,0.01,0.12,81.0,19.0,8.1,100.0,"Spike Chunsoft, Chime",M
2128,Pryzm Chapter One: The Dark Unicorn,PlayStation 2,2002.0,Action Adventure,TDK Mediactive  ,0.06,0.05,0.0,0.02,0.13,59.0,8.0,3.6,10.0,Digital Illusions,T
2129,Obscure: The Aftermath,Wii,2008.0,Action Adventure,Ignition Entertainment  ,0.11,0.0,0.0,0.01,0.12,53.0,19.0,8.3,15.0,Hydravision,M
2130,Neopets Petpet Adventures: The Wand of Wishing,PSP,2006.0,Adventure,Sony Computer Entertainment  ,0.11,0.0,0.0,0.01,0.12,66.0,21.0,7.7,6.0,SCEA,E
2131,NCIS,PlayStation 3,2011.0,Adventure,Ubisoft  ,0.07,0.04,0.0,0.02,0.13,50.0,4.0,4.0,6.0,Ubisoft,T
2132,Zathura,PlayStation 2,2005.0,Action Adventure,2K Games  ,0.06,0.05,0.0,0.02,0.13,43.0,16.0,2.0,5.0,High Voltage Software,E10+
2133,Overlord: Raising Hell,PlayStation 3,2008.0,Action Adventure,Codemasters  ,0.07,0.04,0.0,0.02,0.13,72.0,35.0,7.8,30.0,4J Studios,T
2134,Life is Strange,Xbox One,2016.0,Sci-Fi,Square Enix  ,0.08,0.03,0.0,0.01,0.12,85.0,4.0,8.6,325.0,DONTNOD Entertainment,M
2135,Spider-Man: Edge of Time,3DS,2011.0,Action,Activision  ,0.08,0.03,0.0,0.01,0.12,50.0,7.0,6.1,14.0,Beenox,T
2137,Danganronpa 1-2 Reload,PlayStation 4,2017.0,Miscellaneous,NIS America  ,0.08,0.0,0.02,0.02,0.12000000000000001,83.0,29.0,8.3,136.0,Spike Chunsoft,M
2138,Wallace & Gromit: Curse of the Were-Rabbit,PlayStation 2,2005.0,Action Adventure,Konami  ,0.06,0.05,0.0,0.02,0.13,68.0,32.0,3.6,33.0,Frontier Developments,E
2139,Subnautica,PlayStation 4,2018.0,Adventure,Gearbox Software  ,0.07,0.03,0.0,0.02,0.12000000000000001,80.0,18.0,7.5,206.0,"Unknown Worlds Entertainment, Panic Button",E10+
2141,Dragon Ball: Origins,DS,2008.0,Action,Atari  ,0.08,0.03,0.0,0.01,0.12,78.0,18.0,7.9,24.0,Game Republic,T
2144,CSI: Crime Scene Investigation,Xbox,2004.0,Adventure,Ubisoft  ,0.09,0.03,0.0,0.0,0.12,45.0,14.0,7.3,4.0,369 Interactive,M
2145,Alice: Madness Returns,PC,2011.0,Action Adventure,Electronic Arts  ,0.0,0.1,0.0,0.01,0.11,75.0,29.0,8.4,686.0,Spicy Horse,M
2148,Sphinx and the Cursed Mummy,Xbox,2003.0,Action Adventure,THQ  ,0.09,0.02,0.0,0.0,0.11,79.0,21.0,8.8,17.0,Eurocom Entertainment Software,T
2151,Utawarerumono: Mask of Deception,PlayStation Vita,2017.0,Strategy,Atlus  ,0.02,0.0,0.08,0.01,0.11,80.0,4.0,8.8,29.0,Aqua Plus,M
2153,Coraline,PlayStation 2,2009.0,Adventure,D3 Publisher  ,0.06,0.04,0.0,0.01,0.11,39.0,5.0,2.8,12.0,Papaya Studios,E10+
2154,The Invisible Hours,PlayStation 4,2017.0,Adventure,GameTrust  ,0.09,0.0,0.0,0.02,0.11,81.0,6.0,7.3,26.0,Tequila Works,T
