Name,Platform,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Genre
SpongeBob SquarePants: Battle for Bikini Bottom,GameCube,71,10,8.4,71,Heavy Iron Studios,E,Action
The SpongeBob SquarePants Movie,GameCube,73,9,7.7,31,Heavy Iron Studios,E,Action
Jak and Daxter Collection,PlayStation 3,81,43,8.7,225,Mass Media,T,Action
Kung Fu Panda,Wii,70,20,6.7,7,Xpec,E10+,Action
Skylanders Trap Team,Xbox 360,,,5.2,5,Toys for Bob,E10+,Action
Sonic Heroes,Xbox,73,28,7.8,56,Sonic Team,E,Action
Spider-Man 3,PlayStation 2,50,14,6.7,47,Vicarious Visions,T,Action
Madagascar,Game Boy Advance,71,6,6.8,6,Vicarious Visions,E,Action
The Simpsons Game,PlayStation 3,71,30,7.4,70,EA Redwood Shores,T,Action
The Legendary Starfy,DS,75,25,8.4,30,TOSE,E,Action
Disney/Pixar Ratatouille,PlayStation 2,65,9,7.9,37,Asobo Studio,E,Action
Sly 3: Honor Among Thieves,PlayStation 2,83,59,8.9,214,Sucker Punch,E10+,Action
Rocket Power: Beach Bandits,PlayStation 2,,,6.9,14,Evolution Games,E,Action
Patapon,PSP,86,60,8.7,150,SCE Japan Studio,E,Action
Secret Agent Barbie: Royal Jewels Mission,Game Boy Advance,71,4,10,8,Digital Illusions,E,Action
Rayman Origins,Xbox 360,87,55,8.2,248,UBlart Montpellier,E10+,Action
Maximo: Ghosts to Glory,PlayStation 2,84,33,8.9,27,Capcom,T,Action
Donkey Kong Country 3,Game Boy Advance,77,16,8.2,34,Rare Ltd.,E,Action
Sonic Unleashed,PlayStation 2,66,5,7.1,127,Sonic Team,E10+,Action
Banjo-Kazooie: Nuts & Bolts,Xbox 360,79,71,6.7,358,Rare Ltd.,E10+,Action
WALL-E,PlayStation 2,67,8,8.5,24,Asobo Studio,E,Action
Ratchet & Clank Collection,PlayStation 3,83,40,8.4,257,"Idol Minds, Insomniac Games",E10+,Action
LEGO City Undercover,PlayStation 4,77,27,7.5,58,TT Games,E10+,Action Adventure
Mega Man X5,PlayStation,76,10,8.9,142,Capcom,E,Action
Sonic Forces,Switch,57,17,6.8,605,Sonic Team,E10+,Action
Classic NES Series: Donkey Kong,Game Boy Advance,55,15,6.1,9,Nintendo,E,Action
Oddworld: Munch's Oddysee,Xbox,80,30,8.7,41,Oddworld Inhabitants,T,Action
Rabbids Go Home,DS,70,7,5.8,6,Ubisoft Montpellier,E,Action Adventure
Kirby: Canvas Curse,DS,86,48,7.8,105,HAL Labs,E,Action
Astro Bot: Rescue Mission,PlayStation 4,90,51,8.9,520,JapanStudio,E10+,Action Adventure
Spyro: Enter the Dragonfly,GameCube,48,13,5.1,36,Equinoxe,E,Action
Skylanders Trap Team,PlayStation 3,,,6.0,7,Toys for Bob,E10+,Action
Ape Escape: On the Loose,PSP,66,35,7.0,23,"SCEA, SIMS",E,Action
Disney's Chicken Little,Game Boy Advance,71,6,tbd,,Artificial Mind and Movement,E,Action
The Sly Collection,PlayStation 3,85,46,8.9,221,Sanzaru Games,E10+,Action Adventure
Kirby's Dream Collection: Special Edition,Wii,82,6,8.8,45,HAL Labs,E10+,Miscellaneous
Rayman Legends,Wii U,92,35,8.7,555,Ubisoft Montpellier,E10+,Action
Spider-Man 3,PlayStation 3,60,33,6.7,60,Treyarch,T,Action
Disney/Pixar Ratatouille,PSP,64,7,7.1,14,Locomotive Games,E,Action
Madagascar,GameCube,70,21,8.2,10,Toys for Bob,E10+,Action
Disney's Kim Possible 2: Drakken's Demise,Game Boy Advance,77,8,8.0,9,Artificial Mind and Movement,E,Action
Spyro Reignited Trilogy,Xbox One,83,19,7.4,166,"Activision, Toys for Bob",E10+,Miscellaneous
Wario: Master of Disguise,DS,60,35,7.5,30,Suzak,E10+,Action
Kung Fu Panda,PlayStation 2,73,6,7.9,9,Xpec,E10+,Action
Tearaway,PlayStation Vita,87,82,8.9,464,Media Molecule,E,General
Disney's Chicken Little,PlayStation 2,60,20,8.5,14,Avalanche Software,E10+,Action
Yoshi Topsy-Turvy,Game Boy Advance,60,23,6.8,8,Artoon,E,Action
Disney*Pixar WALL-E,PSP,64,8,5.4,5,"Heavy Iron Studios, Savage Entertainment",E,Action
LEGO City Undercover,Switch,78,17,7.8,159,TT Games,E10+,Action Adventure
Crash Bandicoot Purple: Ripto's Rampage,Game Boy Advance,67,23,6.2,32,Vicarious Visions,E,Action
Spyro: A Hero's Tail,PlayStation 2,60,16,7.8,76,Eurocom Entertainment Software,E,Action
Crash Twinsanity,PlayStation 2,64,38,8.4,282,Traveller's Tales,E,Action
Rayman 3D,3DS,61,39,6.4,59,Ubisoft Casablanca,E,Action
LittleBigPlanet 3,PlayStation 3,,,7.4,89,Sumo Digital,E,Action
Lemony Snicket's A Series of Unfortunate Events,PlayStation 2,63,25,6.1,14,Adrenium,E,Action
Ape Escape 2,PlayStation 2,82,31,8.3,49,SCE Japan Studio,E,Action
Buzz Lightyear of Star Command,PlayStation,54,10,6.9,13,Traveller's Tales,E,Action
Jak and Daxter: The Lost Frontier,PSP,71,47,6.8,49,High Impact Games,E10+,Action
Tak 2: The Staff of Dreams,PlayStation 2,71,31,8.3,12,Avalanche Software,E,Action
Disney's 102 Dalmatians: Puppies to the Rescue,PlayStation,,,7.8,10,Toys for Bob,E,Action
Disney*Pixar WALL-E,Xbox 360,50,32,6.4,14,Heavy Iron Studios,E,Action
Dora the Explorer: Super Spies,Game Boy Advance,,,8.3,6,Cinegroupe,E,Action
Skylanders Swap Force,Wii U,89,7,6.1,109,Vicarious Visions,E10+,Action
Rayman Legends,PlayStation 3,91,23,8.7,376,Ubisoft Montpellier,E10+,Action
Secret Agent Clank,PlayStation 2,61,9,6.3,21,Sanzaru Games,E10+,Action
New Play Control! Donkey Kong Jungle Beat,Wii,78,27,8.6,31,Nintendo,E10+,Action
Crash Bandicoot: The Wrath of Cortex,GameCube,62,11,6.8,56,Traveller's Tales,E,Action
Mega Man Anniversary Collection,PlayStation 2,81,26,8.8,70,Atomic Planet Entertainment,E,Miscellaneous
Rayman Origins,PlayStation Vita,88,54,8.4,330,UBlart Montpellier,E10+,Action Adventure
Mega Man X7,PlayStation 2,58,30,7.1,99,"Valuewave Co.,Ltd.",E,Action
Kinect Rush: A Disney-Pixar Adventure,Xbox 360,68,31,4.8,17,Asobo Studio,E,Adventure
Sly Cooper: Thieves in Time,PlayStation 3,75,69,8.3,437,Sanzaru Games,E10+,Action
Kirby and the Rainbow Curse,Wii U,73,72,8.0,254,HAL Labs,E,Action
SpongeBob SquarePants: Battle for Bikini Bottom,Xbox,70,8,8.5,40,Heavy Iron Studios,E,Action
Spider-Man 3,Xbox 360,63,61,7.1,70,Treyarch,T,Action
The Legend of Spyro: Dawn of the Dragon,Wii,64,11,6.8,31,Etranges Libellules,E10+,Action
Blinx: The Time Sweeper,Xbox,71,36,7.7,60,Artoon,E,Action
Nickelodeon Dora the Explorer: Dora Saves the Snow Princess,Wii,47,4,5.8,6,High Voltage Software,E,Action
Sonic Forces,PlayStation 4,57,46,6.5,873,"SegaSoft, Sonic Team",E10+,Action
Poochy & Yoshi's Woolly World,3DS,77,56,7.8,64,Good-Feel,E,Action
Mega Man Zero,Game Boy Advance,82,17,8.8,101,Inti,E,Action
Shrek 2,Xbox,72,31,5.6,14,"Luxoflux, Inc.",E,Action
Tak and the Power of Juju,Game Boy Advance,79,28,8.3,24,Avalanche Software,E,Action
The SpongeBob SquarePants Movie,Xbox,74,14,7.8,14,Heavy Iron Studios,E,Action
Over the Hedge,PlayStation 2,58,29,8.5,21,Edge of Reality,E10+,Action
Ty the Tasmanian Tiger 2: Bush Rescue,PlayStation 2,71,24,8.3,30,Krome Studios,E,Action
Disney Epic Mickey 2: The Power of Two,Xbox 360,59,35,6.1,35,Blitz Games Studios,E,Action
Skylanders Trap Team,PlayStation 4,78,46,5.7,42,Toys for Bob,E10+,Action
Kung Fu Panda,PlayStation 3,76,23,7.6,20,"Luxoflux, Inc.",E10+,Action
Disney/Pixar Ratatouille,PlayStation 3,55,8,5.4,8,Heavy Iron Studios,E,Action
Disney's Kim Possible: Revenge of Monkey Fist,Game Boy Advance,62,4,8.0,10,Digital Eclipse,E,Action
Looney Tunes: Back in Action,PlayStation 2,51,9,7.8,16,Warthog,E,Action
Disney/Pixar Ratatouille,Wii,62,16,6.6,15,Asobo Studio,E,Action
Crash: Mind Over Mutant,PlayStation 2,73,7,6.7,93,Radical Entertainment,E10+,Action
Nicktoons: Attack of the Toybots,PlayStation 2,,,8.3,8,Blue Tongue,E,Action
SpongeBob SquarePants: Creature from the Krusty Krab,Wii,57,16,5.7,10,Blitz Games,E,Action
SpongeBob SquarePants: Creature from the Krusty Krab,DS,56,7,5.7,6,WayForward,E,Action
Pac-Man World 2,Xbox,66,7,7.5,4,Namco,E,Action
Disney Epic Mickey 2: The Power of Two,PlayStation 3,59,36,4.2,27,Blitz Games Studios,E,Action
Sonic: Lost World,3DS,59,34,6.2,179,Dimps Corporation,E10+,Action
Spider-Man 3,Wii,53,39,5.4,31,Vicarious Visions,T,Action
Crash: Mind Over Mutant,Xbox 360,60,42,6.3,45,Radical Entertainment,E10+,Action
Knack 2,PlayStation 4,69,81,7.8,512,SCE Japan Studio,E10+,Action Adventure
Spider-Man 3,DS,79,21,6.6,19,Vicarious Visions,E10+,Action
Sonic Mania,Switch,86,21,8.4,786,Tantalus,E,Action
Rayman Legends,Xbox 360,90,35,8.2,258,Ubisoft Montpellier,E10+,Action
Disney's Kim Possible 3: Team Possible,Game Boy Advance,76,6,8.0,7,Artificial Mind and Movement,E,Action
Stuart Little 2,Game Boy Advance,59,10,tbd,,Creations,E,Action
Tak 2: The Staff of Dreams,Game Boy Advance,45,5,tbd,,Avalanche Software,E,Action
Scooby-Doo,Game Boy Advance,64,5,8.5,4,Helixe,E,Action
Disney The Princess and the Frog,Wii,,,tbd,,Griptonite Games,E,Action
The Legend of Spyro: Dawn of the Dragon,DS,57,9,5.4,17,Etranges Libellules,E,Action
Jak and Daxter: The Lost Frontier,PlayStation 2,72,8,5.7,61,High Impact Games,E10+,Action Adventure
Skylanders Trap Team,Xbox One,78,22,6.9,16,Toys for Bob,E10+,Action
Skylanders Imaginators,Wii U,77,5,5.9,12,Toys for Bob,E10+,Action
Hey! Pikmin,3DS,69,58,6.8,83,"Nintendo, Arzest",E10+,Action
The Legend of Spyro: Dawn of the Dragon,PlayStation 3,59,22,7.2,71,Etranges Libellules,E10+,Action
Wario World,GameCube,71,30,7.5,66,Treasure,E,Action
Crash: Mind Over Mutant,Wii,70,13,6.3,34,Radical Entertainment,E10+,Action
Nicktoons: Attack of the Toybots,Wii,60,4,7.0,14,Blue Tongue Entertainment,E,Action
Skylanders Imaginators,PlayStation 4,79,49,5.8,40,Toys for Bob,E10+,Action
Crash: Mind Over Mutant,PSP,,,6.9,16,Virtuos,E10+,Action
Bionicle,PlayStation 2,51,7,4.5,22,Argonaut Games,E,Action
Mega Man Zero 2,Game Boy Advance,81,17,8.8,78,Inti,E,Action
Castlevania: Dawn of Sorrow,DS,89,52,8.5,233,Konami,T,Action
The Legend of Spyro: The Eternal Night,PlayStation 2,54,18,5.9,63,Krome Studios,E10+,Action
Lemony Snicket's A Series of Unfortunate Events,Game Boy Advance,72,8,8.0,4,Griptonite Games,E,Action
Mega Man Anniversary Collection,GameCube,81,32,8.8,67,Atomic Planet Entertainment,E,Action
Crash: Mind Over Mutant,DS,45,12,5.5,21,TOSE,E,Action
Mirror's Edge Catalyst,PlayStation 4,69,50,5.7,702,EA DICE,T,Action
Mega Man X6,PlayStation,65,14,7.8,127,Capcom,E,Action
Castlevania: The Dracula X Chronicles,PSP,80,43,8.2,89,Konami,T,Action
Jimmy Neutron Boy Genius,PlayStation 2,,,5.4,5,THQ,E,Action
NiGHTS: Journey of Dreams,Wii,69,47,8.6,74,"Sega, Sonic Team",E,Action
Disney's Tarzan Untamed,PlayStation 2,59,7,6.8,10,Ubisoft,E,Action Adventure
Tak and the Power of Juju,GameCube,71,16,8.3,13,Avalanche Software,E,Action
Disney*Pixar WALL-E,PlayStation 3,51,24,5.0,11,Heavy Iron Studios,E,Action
The Legend of Spyro: Dawn of the Dragon,PlayStation 2,,,7.4,39,Etranges Libellules,E10+,Action
Castlevania: Portrait of Ruin,DS,85,51,8.3,120,Konami,T,Action
I-Ninja,PlayStation 2,73,39,8.5,33,Argonaut Games,T,Action
LocoRoco,PSP,83,67,8.8,128,SCE Japan Studio,E,Action
Ice Age 2: The Meltdown,PlayStation 2,68,19,8.1,18,Eurocom Entertainment Software,E10+,Action
Little Nightmares,PlayStation 4,78,52,8.1,407,Tarsier Studios,T,Action Adventure
Yoshi Touch & Go,DS,73,41,6.8,37,Nintendo,E,Action
Ice Age: Dawn of the Dinosaurs,DS,54,4,tbd,,Activision,E,Action
Rayman Legends,Xbox One,91,6,8.0,252,Ubisoft Montpellier,E10+,Platformer
Dora the Explorer: Dora Saves the Snow Princess,PlayStation 2,,,tbd,,High Voltage Software,E,Action
Pac-Man World 2,GameCube,74,18,8.4,39,Namco,E,Action
The Legend of Spyro: A New Beginning,DS,68,10,5.8,18,Amaze Entertainment,E,Action
The Legend of Spyro: The Eternal Night,DS,56,4,2.8,13,Amaze Entertainment,E,Action
Sonic: Lost World,Wii U,63,64,7.2,561,Sonic Team,E10+,Action
Castlevania: Order of Ecclesia,DS,85,46,8.5,154,Konami,T,Action
LocoRoco 2,PSP,85,55,8.5,60,SCE Japan Studio,E,Action
Mega Man 11,Switch,80,27,8.6,195,Capcom,E10+,Action
Shrek,Xbox,49,19,4.6,20,Digital Illusions,T,Action
The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,Game Boy Advance,,,tbd,,Helixe,E,Action
The Tale of Despereaux,PlayStation 2,,,tbd,,Brash Entertainment,E10+,Action
Rugrats: Royal Ransom,PlayStation 2,,,7.6,5,Avalanche Software,E,Action
Over the Hedge,GameCube,61,21,8.1,9,Edge of Reality,E10+,Action
The Wild Thornberrys Movie,Game Boy Advance,,,tbd,,Human Soft,E,Action
Classic NES Series: Ice Climber,Game Boy Advance,66,12,7.4,5,Nintendo,E,Action
Banjo-Kazooie: Grunty's Revenge,Game Boy Advance,72,21,8.1,31,Rare Ltd.,E,Action
Mega Man ZX Advent,DS,78,27,8.8,89,Inti Creates,E10+,Action
Klonoa 2: Lunatea's Veil,PlayStation 2,91,18,8.6,124,Namco,E,Action
Tak 2: The Staff of Dreams,GameCube,75,22,8.6,13,Avalanche Software,E,Action
Classic NES Series: Castlevania,Game Boy Advance,74,10,8.6,24,Konami,E,Action
SpongeBob SquarePants: Creature from the Krusty Krab,GameCube,74,5,7.3,22,Blitz Games,E,Action
Spy Kids 3-D: Game Over,Game Boy Advance,62,4,8.0,5,Digital Eclipse,E,Action Adventure
Power Rangers Ninja Storm,Game Boy Advance,55,4,7.7,7,Natsume,E,Action
Ben 10 Ultimate Alien: Cosmic Destruction,DS,,,tbd,,Griptonite Games,E10+,Action
Chibi-Robo! Zip Lash,3DS,59,50,5.4,123,"Nintendo, Skip Ltd.",E,Action
Frogger's Adventures: The Rescue,PlayStation 2,59,12,8.5,6,Konami,E,Action
Little Deviants,PlayStation Vita,57,62,5.5,60,Bigbig Studios,E10+,Action
Mega Man Maverick Hunter X,PSP,79,34,8.8,104,Capcom,E10+,Action
The Legend of Spyro: Dawn of the Dragon,Xbox 360,62,35,7.6,45,Etranges Libellules,E10+,Action
Mega Man Zero Collection,DS,78,15,8.8,103,"Inti, Inti Creates",E,Action
Sonic Mania,PlayStation 4,86,70,8.0,661,"SegaSoft, Sega, PagodaWest Games",E,Action
Spider-Man 3,PSP,52,7,6.9,17,Treyarch,T,Action
Disney's The Emperor's New Groove,PlayStation,66,8,7.3,11,Disney Interactive,E,Action
Spyro: Attack of the Rhynocs,Game Boy Advance,72,13,6.7,21,Digital Eclipse,E,Action
Lizzie McGuire 3: Homecoming Havoc,Game Boy Advance,59,6,tbd,,Climax Group,E,Action
LEGO City Undercover,Xbox One,77,16,7.1,30,TT Games,E10+,Action Adventure
Rayman 2 Revolution,PlayStation 2,90,16,8.7,77,Ubisoft,E,Action
Spirit: Stallion Of The Cimarron,Game Boy Advance,46,5,4.4,5,Hyperspace Cowgirls,E,Action
Scooby-Doo! Night of 100 Frights,GameCube,68,11,7.4,14,THQ,E,Action Adventure
Yooka-Laylee,PlayStation 4,68,53,6.2,267,Playtonic Games,E10+,Action
DreamWorks Shrek Forever After,Wii,,,1.2,9,Xpec,E10+,Action
Ratchet & Clank: Size Matters,PlayStation 2,62,35,6.4,77,High Impact Games,E10+,Action
Mega Man X8,PlayStation 2,68,23,8.8,147,"Valuewave Co.,Ltd.",E,Action
Sonic Boom: Shattered Crystal,3DS,47,21,6.0,173,Sanzaru Games,E,Action
Skylanders Imaginators,Xbox 360,,,6.5,11,Toys for Bob,E10+,Action
Rayman 3: Hoodlum Havoc,PlayStation 2,76,21,8.7,83,Ubisoft,E,Action
Sonic Forces,Xbox One,62,12,7.1,244,"SegaSoft, Sonic Team",E10+,Action
Spyro: A Hero's Tail,GameCube,62,13,6.7,19,Eurocom Entertainment Software,E,Action
Earthworm Jim,Game Boy Advance,72,10,5.9,14,Game Titan,E,Action
Assassin's Creed II: Discovery,DS,69,20,7.4,36,Griptonite Games,T,Action Adventure
Haven: Call of the King,PlayStation 2,69,26,7.2,19,Traveller's Tales,T,Action
Ben 10 Ultimate Alien: Cosmic Destruction,Wii,,,tbd,,"Papaya Studios, Papaya Studio",E10+,Action
Pitfall: The Mayan Adventure,Game Boy Advance,58,10,7.0,5,Pipe Dream Interactive,E,Action
Skylanders Imaginators,PlayStation 3,,,6.0,9,Toys for Bob,E10+,Action
Mega Man ZX,DS,76,37,8.9,90,Inti Creates,E,Action
Tom and Jerry Tales,DS,,,6.3,4,Sensory Sweep,E,Action
Patapon 3,PSP,74,41,7.6,66,SCE Japan Studio,E,Action
Madagascar,Xbox,71,28,7.4,5,Toys for Bob,E10+,Action
Ice Age: Dawn of the Dinosaurs,Wii,75,12,8.8,9,"Activision, Eurocom",E10+,Action
Castlevania: Aria of Sorrow,Game Boy Advance,91,29,8.9,204,KCET,T,Action
DreamWorks Over the Hedge,DS,71,17,7.0,12,Vicarious Visions,E,Action
Over the Hedge,Game Boy Advance,49,11,tbd,,Vicarious Visions,E,Action
Disney's Chicken Little,GameCube,67,12,tbd,,Avalanche Software,E10+,Action
Ty the Tasmanian Tiger,GameCube,69,12,8.1,24,Krome Studios,E,Action
Skylanders Swap Force,3DS,68,12,5.8,20,n-Space,E10+,Action
Despicable Me: The Game,Wii,55,6,5.7,7,Monkey Bar Games,E10+,Action
Skylanders Imaginators,Xbox One,78,14,4.9,19,Toys for Bob,E10+,Action
Puppeteer,PlayStation 3,80,75,8.4,275,SCE Japan Studio,E10+,Action
Disney/Pixar Ratatouille,Xbox 360,56,14,6.0,8,Heavy Iron Studios,E,Action
Hey Arnold! The Movie,Game Boy Advance,,,7.5,4,Altron,E,Action
Mega Man Legacy Collection,3DS,77,27,8.5,86,Digital Eclipse,E,Miscellaneous
Rayman DS,DS,58,20,7.5,22,DC Studios,E,Action
Castlevania: Harmony of Dissonance,Game Boy Advance,87,27,7.9,72,KCET,T,Action
Ice Age 2: The Meltdown,Game Boy Advance,,,tbd,,Amaze Entertainment,E,Action
Sonic Boom: Fire & Ice,3DS,62,39,7.2,157,Sanzaru Games,E,Action
Billy Hatcher and the Giant Egg,GameCube,71,37,8.6,39,Sonic Team,E,Action
Scooby-Doo! Unmasked,PlayStation 2,61,18,8.4,22,Artificial Mind and Movement,E,Action
Dood's Big Adventure,Wii,56,4,tbd,,THQ,E,Action
Teenage Mutant Ninja Turtles: Danger of the Ooze,PlayStation 3,,,5.8,9,WayForward,E10+,Action
Ben 10 Ultimate Alien: Cosmic Destruction,PlayStation 3,,,8.0,14,"Papaya Studios, Papaya Studio",E10+,Action
Tearaway Unfolded,PlayStation 4,81,70,8.0,310,Media Molecule,E,Action
Vexx,PlayStation 2,63,20,7.9,17,Acclaim Studios Austin,T,Action
DK: King of Swing,Game Boy Advance,70,30,5.0,7,Paon Corporation,E,Action
Ben 10 Ultimate Alien: Cosmic Destruction,PSP,,,8.7,6,"Papaya Studios, Papaya Studio",E10+,Action
Disney Epic Mickey 2: The Power of Two,Wii U,57,14,5.6,47,"Heavy Iron Studios, Junction Point",E,Action
Wallace & Gromit in Project Zoo,PlayStation 2,67,15,3.5,48,Frontier Developments,E,Action
Rocket Power: Beach Bandits,GameCube,53,6,8.0,5,Evolution Games,E,Action
Mega Man & Bass,Game Boy Advance,79,18,8.8,64,Capcom,E,Action
Shinobi,3DS,69,33,7.4,37,Griptonite Games,T,Action
Skylanders Imaginators,Switch,72,16,5.4,54,Toys for Bob,E10+,Action
Ben 10 Ultimate Alien: Cosmic Destruction,PlayStation 2,,,8.6,14,Papaya Studios,E10+,Action
Mega Man Zero 3,Game Boy Advance,77,21,8.8,88,Inti,E,Action
Naruto: Ninja Council,Game Boy Advance,60,12,7.0,10,Aspect,E10+,Action
Samurai Jack: The Amulet of Time,Game Boy Advance,63,13,5.9,10,Virtucraft,T,Action
Super Lucky's Tale,Xbox One,64,51,7.0,187,Playful Corp.,E,2D
Pac-Man World 3,PlayStation 2,63,22,5.4,16,Blitz Games,E,Action
de Blob 2,PlayStation 3,74,50,7.2,34,Blue Tongue Entertainment,E10+,Action
A Boy and His Blob,Wii,80,43,8.2,42,WayForward,E,Action
Maximo vs Army of Zin,PlayStation 2,83,46,8.2,24,Capcom,T,Action
The Legend of Spyro: The Eternal Night,Wii,60,8,6.0,29,Krome Studios,E10+,Action
Bionicle,GameCube,47,5,4.0,7,Argonaut Games,E,Action
Shrek: Reekin' Havoc,Game Boy Advance,57,11,tbd,,TOSE,E,Action
Pitfall: The Lost Expedition,PlayStation 2,70,34,8.3,27,Edge of Reality,E,Action
DreamWorks Shrek Forever After,PlayStation 3,57,11,2.5,11,Xpec,E10+,Action
X2: Wolverine's Revenge,Game Boy Advance,72,8,7.0,6,Vicarious Visions,E,Action
Teenage Mutant Ninja Turtles: Danger of the Ooze,Xbox 360,,,6.3,8,WayForward,E10+,Action
Ty the Tasmanian Tiger 2: Bush Rescue,GameCube,70,20,8.7,19,Krome Studios,E,Action
Classic NES Series: Ice Climber,Game Boy Advance,66,12,7.4,5,Nintendo,E,Action
SpongeBob SquarePants: Revenge of the Flying Dutchman,GameCube,66,4,6.8,23,Big Sky Software,E,Action
Ratatouille,Game Boy Advance,65,4,tbd,,Helixe,E,Action
Ice Age 2: The Meltdown,GameCube,67,9,8.0,4,Vivendi Games,E10+,Action
The Smurfs 2,DS,,,tbd,,"WayForward, Ubisoft Osaka",E,Action
Ice Age: Dawn of the Dinosaurs,PlayStation 3,67,23,7.6,9,Activision,E10+,Action
The Legend of Spyro: A New Beginning,GameCube,67,13,6.5,19,Krome Studios,E10+,Action
Mirror's Edge Catalyst,Xbox One,72,46,5.8,262,EA DICE,T,Action
PlayStation Move Heroes,PlayStation 3,53,39,6.6,18,Nihilistic,E10+,Action
Ty the Tasmanian Tiger,Xbox,68,13,8.8,14,Krome Studios,E,Action
de Blob 2,Wii,79,20,8.0,27,Blue Tongue Entertainment,E10+,Action
Shadow the Hedgehog,Xbox,49,24,5.7,64,Sega,E10+,Action
Ben 10 Ultimate Alien: Cosmic Destruction,Xbox 360,51,5,6.8,11,"Papaya Studios, Papaya Studio",E10+,Action
Despicable Me: The Game,PSP,,,8.5,6,Monkey Bar Games,E10+,Action
Disney's Tarzan Untamed,GameCube,61,11,7.0,10,Ubisoft Montreal,E,Action
Looney Tunes: Back in Action,Game Boy Advance,47,7,5.5,4,Warthog,E,Action
Scooby-Doo! Unmasked,Game Boy Advance,48,4,tbd,,Artificial Mind and Movement,E,Action
Rugrats: Royal Ransom,GameCube,,,6.5,12,Avalanche Software,E,Action
Open Season,GameCube,59,6,tbd,,Ubisoft,E10+,Action
Ice Age: Dawn of the Dinosaurs,PlayStation 2,,,7.8,6,Activision,E10+,Action
Mega Man 11,PlayStation 4,82,52,8.3,202,Capcom,E10+,Action
Looney Tunes: Back in Action,GameCube,64,6,7.8,9,Warthog,E,Action
Tak: The Great Juju Challenge,Game Boy Advance,52,6,tbd,,WayForward,E,Action
Shrek Extra Large,GameCube,36,6,7.3,47,Digital Illusions,T,Action
Mega Man Network Transmission,GameCube,65,28,8.8,59,Arika,E,Action
Pac-Man World 3,DS,44,8,6.7,14,"Blitz Games, Human Soft",E,Action
Classic NES Series: Donkey Kong,Game Boy Advance,55,15,6.1,9,Nintendo,E,Action
Taz Wanted,PlayStation 2,65,7,8.7,20,Blitz Games,E,Action
Putty Squad,PlayStation 4,38,8,3.0,53,System 3,E10+,Action
Little Nightmares,Xbox One,83,22,8.1,122,Tarsier Studios,T,Action Adventure
Dewy's Adventure,Wii,67,29,6.3,15,Konami,E,Action
Flushed Away,GameCube,47,4,3.8,5,Monkey Bar Games,E,Action
Klonoa,Wii,77,37,8.3,59,Paon Corporation,E10+,Action
Rayman Legends,PlayStation Vita,87,8,8.4,189,Ubisoft Montpellier,E10+,Action
Blinx 2: Masters of Time & Space,Xbox,68,53,8.6,29,Artoon,E,Action
Tak: The Great Juju Challenge,GameCube,75,17,8.1,8,Avalanche Software,E,Action
CRUSH3D,3DS,71,32,7.4,17,Zoe Mode,E10+,Action
Scooby-Doo! Unmasked,GameCube,64,12,6.8,10,Artificial Mind and Movement,E,Action
de Blob 2,Xbox 360,77,54,7.3,28,Blue Tongue Entertainment,E10+,Action
Frogger's Adventures: The Rescue,GameCube,61,4,tbd,,Konami,E,Action
Disney's The Lion King: Simba's Mighty Adventure,PlayStation,30,5,7.2,23,Paradox Development,E,Action
Ice Age 2: The Meltdown,DS,,,tbd,,Amaze Entertainment,E,Action
Rayman Origins,3DS,71,8,6.3,76,UBlart Montpellier,E10+,Action
Super Monkey Ball Adventure,GameCube,51,24,7.1,14,TT Games,E,Action
Where the Wild Things Are,DS,,,tbd,,WayForward,E,Action
Disney/Pixar The Incredibles: Rise of the Underminer,DS,54,6,tbd,,Helixe,E10+,Action
