Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Resident Evil 4,Xbox One,2016.0,Action Adventure,Capcom  ,0.04,0.0,0.0,0.01,0.05,76.0,14.0,8.2,148.0,Capcom,M
Yomawari: The Long Night Collection,Switch,2018.0,Miscellaneous,NIS America  ,0.04,0.0,0.01,0.0,0.05,73.0,11.0,7.2,9.0,Nippon Ichi Software,M
Hotel Transylvania 3: Monsters Overboard,Xbox One,2018.0,Action,Outright Games  ,0.04,0.0,0.0,0.0,0.04,,,,,"Torus Games, Outright Games",E10+
Earthfall,PlayStation 4,2018.0,Action,Gearbox Software  ,0.03,0.0,0.0,0.01,0.04,54.0,9.0,5.6,18.0,Holospark,T
Darksiders: Warmastered Edition,Xbox One,2016.0,Action Adventure,THQ Nordic  ,0.04,0.0,0.0,0.0,0.04,80.0,17.0,8.2,46.0,Nordic Games Publishing,M
Assassin's Creed Chronicles: China,PlayStation 4,2015.0,Historic,Ubisoft  ,0.0,0.03,0.0,0.01,0.04,69.0,44.0,6.1,113.0,"Climax Group, Climax Studios",T
Hotel Transylvania 3: Monsters Overboard,PlayStation 4,2018.0,Action,Outright Games  ,0.03,0.0,0.0,0.01,0.04,,,4.6,5.0,"Torus Games, Outright Games",E10+
Assassin's Creed Rogue Remastered,Xbox One,2018.0,Action Adventure,Ubisoft  ,0.0,0.03,0.0,0.0,0.04,71.0,17.0,7.3,47.0,Ubisoft,M
Monster Boy and the Cursed Kingdom,Switch,2018.0,Action Adventure,FDG Entertainment  ,0.03,0.0,0.0,0.0,0.04,86.0,22.0,8.2,134.0,FDG Entertainment,E10+
The Persistence,PlayStation 4,2018.0,Adventure,Sony Interactive Entertainment  ,0.0,0.03,0.0,0.01,0.04,,,7.2,5.0,Firesprite,M
Penguins of Madagascar,Wii U,2014.0,Action,Little Orbit  ,0.01,0.02,0.0,0.0,0.03,,,5.2,6.0,"Torus Games, Little Orbit",E
Earthfall,Xbox One,2018.0,Action,Gearbox Software  ,0.03,0.0,0.0,0.0,0.03,56.0,19.0,5.5,14.0,Holospark,T
Power Rangers Super Megaforce,3DS,2014.0,Action,Namco Bandai Games  ,0.01,0.01,0.0,0.0,0.03,43.0,7.0,5.0,6.0,"Bandai Namco Games, 7thChord",E10+
Override: Mech City Brawl,PlayStation 4,2018.0,Action,Modus Games  ,0.02,0.0,0.0,0.01,0.03,59.0,13.0,7.0,5.0,"The Balance, Inc",T
Beast Quest,PlayStation 4,2018.0,Action,Maximum Games  ,0.02,0.0,0.0,0.01,0.03,33.0,5.0,4.6,11.0,Maximum Games,E
Beast Quest,Xbox One,2018.0,Action,Maximum Games  ,0.02,0.0,0.0,0.0,0.03,,,,,Maximum Games,E10+
Onimusha: Warlords,PlayStation 4,2019.0,Action Adventure,Capcom  ,0.0,0.0,0.03,0.0,0.03,73.0,26.0,6.6,81.0,"Capcom, NeoBards Entertainment",M
Darksiders: Warmastered Edition,Wii U,2017.0,Action Adventure,THQ Nordic  ,0.01,0.01,0.0,0.0,0.03,77.0,5.0,8.1,23.0,"Nordic Games Publishing, Kaiko",M
Agony,PlayStation 4,2018.0,Action Adventure,Maximum Games  ,0.02,0.0,0.0,0.0,0.03,37.0,17.0,4.6,153.0,Madmind Studio,M
The Girl and the Robot,PlayStation 4,2017.0,Action Adventure,Soedesco  ,0.02,0.0,0.0,0.0,0.03,,,5.6,8.0,Flying Carpets Games,E10+
Agony,Xbox One,2018.0,Action Adventure,Maximum Games  ,0.02,0.0,0.0,0.0,0.02,34.0,11.0,4.3,73.0,Madmind Studio,M
Override: Mech City Brawl,Xbox One,2018.0,Action,Modus Games  ,0.02,0.0,0.0,0.0,0.02,64.0,9.0,6.9,7.0,Modus,T
Gravity Rush Remastered,PlayStation 4,2016.0,Action,Sony Computer Entertainment  ,0.02,0.06,0.05,0.02,0.16,80.0,62.0,8.1,458.0,Bluepoint Games,T
Gravity Rush Remastered,PlayStation 4,2016.0,Action,Sony Computer Entertainment Europe  ,0.0,0.02,0.0,0.0,0.02,80.0,62.0,8.1,458.0,Bluepoint Games,T
Invizimals: The Lost Kingdom,PlayStation 3,2014.0,Card Battle,Sony Computer Entertainment  ,0.0,0.02,0.0,0.0,0.02,50.0,16.0,5.5,25.0,Magenta Software,E10+
Penguins of Madagascar,Wii,2014.0,Action,Little Orbit  ,0.0,0.01,0.0,0.0,0.02,,,,,"Torus Games, Little Orbit",E
Max: The Curse of Brotherhood,Switch,2018.0,Action Adventure,Wired Productions  ,0.01,0.0,0.0,0.0,0.01,73.0,13.0,7.1,18.0,Stage Clear Studios,E10+
Phineas and Ferb: Quest for Cool Stuff,Wii U,2013.0,Action Adventure,Disney Interactive Studios  ,0.0,0.01,0.0,0.0,0.01,,,5.4,5.0,Disney Interactive Studios,E
Far Cry 3: Classic Edition,PlayStation 4,2018.0,Action,Ubisoft  ,0.0,0.0,0.01,0.0,0.01,70.0,4.0,7.8,247.0,Ubisoft Montreal,M
Adventure Time: The Secret of the Nameless Kingdom,Xbox 360,2014.0,Action Adventure,Little Orbit  ,0.01,0.0,0.0,0.0,0.01,58.0,5.0,7.5,4.0,WayForward,E10+
Adventure Time: The Secret of the Nameless Kingdom,Xbox 360,2014.0,Action Adventure,Little Orbit  ,0.0,0.05,0.0,0.0,0.06,58.0,5.0,7.5,4.0,WayForward,E10+
Hotel Transylvania 3: Monsters Overboard,Switch,2018.0,Action,Outright Games  ,0.01,0.0,0.0,0.0,0.01,55.0,4.0,,,"Torus Games, Outright Games",E10+
Onimusha: Warlords,Switch,2019.0,Action Adventure,Capcom  ,0.0,0.0,0.01,0.0,0.01,71.0,31.0,7.4,43.0,"Capcom, NeoBards Entertainment",M
LEGO Batman 2: DC Super Heroes,PC,2012.0,Action Adventure,Warner Bros. Interactive Entertainment  ,0.0,0.01,0.0,0.0,0.01,81.0,6.0,7.7,113.0,TT Games,E10+
Legend of Kay Anniversary,Switch,2018.0,Action Adventure,THQ Nordic  ,0.0,0.01,0.0,0.0,0.01,54.0,9.0,5.3,11.0,Kaiko,E10+
Tomb Raider II,PlayStation,1997.0,Action Adventure,Eidos Interactive  ,2.3,2.46,0.2,0.28,5.24,85.0,13.0,,,Core Design Ltd.,T
LEGO Indiana Jones: The Original Adventures,Xbox 360,2008.0,Action Adventure,LucasArts  ,2.4,1.01,0.0,0.36,3.76,77.0,60.0,7.7,100.0,Traveller's Tales,E10+
LEGO Batman: The Videogame,Xbox 360,2008.0,Action Adventure,Warner Bros. Interactive  ,2.07,1.04,0.0,0.34,3.44,76.0,49.0,7.8,113.0,Traveller's Tales,E10+
Club Penguin: Elite Penguin Force,DS,2008.0,Adventure,Disney Interactive Studios  ,1.87,0.97,0.0,0.3,3.14,,,8.1,48.0,1st Playable Productions,E
LEGO Batman: The Videogame,Wii,2008.0,Action Adventure,Warner Bros. Interactive  ,1.8,0.98,0.0,0.29,3.08,74.0,17.0,8.0,33.0,Traveller's Tales,E10+
LEGO Batman: The Videogame,DS,2008.0,Action Adventure,Warner Bros. Interactive  ,1.75,1.02,0.0,0.29,3.06,72.0,16.0,8.1,24.0,TT Fusion,E10+
Harry Potter and the Chamber of Secrets,PlayStation 2,2002.0,Action Adventure,Electronic Arts  ,0.9,1.22,0.04,0.44,2.61,71.0,16.0,7.5,85.0,Electronic Arts,E
Grand Theft Auto: Episodes from Liberty City,Xbox 360,2009.0,Miscellaneous,Rockstar Games  ,1.08,1.22,0.03,0.27,2.6,,,8.1,54.0,Rockstar North,M
LEGO Harry Potter: Years 1-4,Wii,2010.0,Action Adventure,Warner Bros. Interactive  ,1.29,0.94,0.0,0.22,2.45,79.0,13.0,8.0,41.0,Traveller's Tales,E10+
Frogger's Adventures: Temple of the Frog,Game Boy Advance,2001.0,Action,Konami  ,2.15,0.18,0.0,0.07,2.39,73.0,4.0,8.0,5.0,Konami Computer Entertainment Hawaii,E
LEGO Indiana Jones: The Original Adventures,Wii,2008.0,Action Adventure,LucasArts  ,1.51,0.62,0.0,0.22,2.35,78.0,22.0,6.9,39.0,Traveller's Tales,E10+
LEGO Harry Potter: Years 1-4,DS,2010.0,Action Adventure,Warner Bros. Interactive  ,1.07,1.0,0.0,0.22,2.29,72.0,7.0,7.5,8.0,TT Fusion,E10+
Tomb Raider II,PC,1997.0,Action Adventure,Eidos Interactive  ,0.91,1.25,0.0,0.13,2.29,,,8.3,75.0,Core Design Ltd.,T
Prince of Persia: The Sands of Time,PlayStation 2,2003.0,Action Adventure,Ubisoft  ,0.88,1.03,0.0,0.31,2.22,92.0,44.0,8.8,357.0,Ubisoft,T
LEGO Indiana Jones: The Original Adventures,DS,2008.0,Action Adventure,LucasArts  ,1.4,0.6,0.0,0.21,2.2,80.0,15.0,8.1,28.0,TT Fusion,E
Grand Theft Auto: Episodes from Liberty City,PlayStation 3,2010.0,Miscellaneous,Rockstar Games  ,0.62,0.99,0.13,0.34,2.09,,,8.1,100.0,Rockstar North,M
Harry Potter and the Chamber of Secrets,Game Boy Advance,2002.0,Action Adventure,Electronic Arts  ,1.21,0.64,0.05,0.09,1.99,76.0,11.0,7.6,19.0,Eurocom Entertainment Software,E
Harry Potter and the Chamber of Secrets,PlayStation,2002.0,Action Adventure,Electronic Arts  ,0.75,1.09,0.02,0.12,1.98,,,8.0,56.0,Argonaut Games,E
Until Dawn,PlayStation 4,2015.0,Action Adventure,Sony Computer Entertainment  ,0.62,0.92,0.06,0.3,1.9,79.0,103.0,8.3,3478.0,Supermassive Games,M
SpongeBob's Atlantis SquarePantis,DS,2007.0,Action,THQ  ,1.49,0.0,0.0,0.11,1.61,64.0,5.0,6.2,6.0,"THQ, Altron",E
LEGO Harry Potter: Years 1-4,Xbox 360,2010.0,Action Adventure,Warner Bros. Interactive  ,0.95,0.5,0.0,0.14,1.59,79.0,58.0,8.0,78.0,Traveller's Tales,E10+
Disney Fairies: Tinker Bell,DS,2008.0,Adventure,Disney Interactive Studios  ,0.85,0.51,0.01,0.15,1.52,,,7.8,5.0,"Genius Sonority Inc., Disney Interactive Studios",E
Bratz: Forever Diamondz,DS,2006.0,Action Adventure,THQ  ,0.43,0.88,0.0,0.18,1.48,,,6.0,5.0,Barking Lizards,E
Assassin's Creed III: Liberation,PlayStation Vita,2012.0,Action Adventure,Ubisoft  ,0.53,0.57,0.06,0.32,1.48,70.0,71.0,7.1,372.0,Ubisoft,M
Disney Princess: Magical Jewels,DS,2007.0,Adventure,Disney Interactive Studios  ,1.12,0.2,0.0,0.12,1.44,,,,,1st Playable Productions,E
LEGO Indiana Jones 2: The Adventure Continues,Wii,2009.0,Action Adventure,LucasArts  ,0.9,0.38,0.0,0.13,1.41,72.0,13.0,6.5,26.0,Traveller's Tales,E10+
LEGO Harry Potter: Years 1-4,PlayStation 3,2010.0,Action Adventure,Warner Bros. Interactive  ,0.55,0.61,0.0,0.21,1.37,79.0,42.0,7.7,71.0,Traveller's Tales,E10+
Disney Princess: Enchanted Journey,Wii,2007.0,Adventure,Disney Interactive Studios  ,1.22,0.03,0.0,0.1,1.35,,,4.3,4.0,"Papaya Studios, Papaya Studio",E
The ICO & Shadow of the Colossus Collection,PlayStation 3,2011.0,Miscellaneous,Sony Computer Entertainment  ,0.67,0.36,0.13,0.18,1.34,92.0,58.0,8.7,674.0,Bluepoint Games,T
Grand Theft Auto: Chinatown Wars,DS,2009.0,Action Adventure,Rockstar Games  ,0.58,0.56,0.05,0.14,1.33,93.0,85.0,8.3,357.0,Rockstar Leeds,M
LEGO Batman: The Videogame,PlayStation 3,2008.0,Action Adventure,Warner Bros. Interactive  ,0.72,0.39,0.0,0.19,1.31,75.0,24.0,8.0,55.0,Traveller's Tales,E10+
LEGO Batman: The Videogame,PSP,2008.0,Action Adventure,Warner Bros. Interactive  ,0.57,0.46,0.0,0.27,1.3,73.0,5.0,7.9,16.0,Traveller's Tales,E10+
LEGO Batman: The Videogame,PlayStation 2,2008.0,Action Adventure,Warner Bros. Interactive  ,0.72,0.03,0.0,0.52,1.27,77.0,8.0,8.7,38.0,Traveller's Tales,E10+
Tomb Raider: Underworld,PlayStation 3,2008.0,Action Adventure,Eidos Interactive  ,0.45,0.55,0.05,0.21,1.26,75.0,42.0,7.2,207.0,Nixxes Software,T
LEGO Indiana Jones 2: The Adventure Continues,DS,2009.0,Action Adventure,LucasArts  ,0.65,0.43,0.0,0.12,1.19,59.0,4.0,6.6,7.0,TT Fusion,E
LEGO Indiana Jones: The Original Adventures,PSP,2008.0,Action Adventure,LucasArts  ,0.4,0.49,0.0,0.3,1.18,76.0,8.0,8.3,17.0,Traveller's Tales,E10+
Shadow of the Colossus,PlayStation 2,2005.0,Action Adventure,Sony Computer Entertainment  ,0.78,0.03,0.2,0.13,1.14,91.0,77.0,9.1,1393.0,SCE Japan Studio,T
Grand Theft Auto: The Trilogy,PlayStation 2,2005.0,Miscellaneous,Rockstar Games  ,0.0,0.51,0.0,0.62,1.14,,,6.8,28.0,Rockstar North,M
Rabbids Go Home,Wii,2009.0,Action Adventure,Ubisoft  ,0.25,0.74,0.0,0.14,1.13,78.0,50.0,8.2,55.0,Ubisoft Montpellier,E10+
Alien: Isolation,PlayStation 4,2014.0,Action Adventure,Sega  ,0.29,0.59,0.05,0.16,1.09,79.0,50.0,8.3,1291.0,Creative Assembly,M
Grand Theft Auto: Chinatown Wars,PSP,2009.0,Action Adventure,Rockstar Games  ,0.28,0.5,0.03,0.27,1.08,90.0,77.0,7.3,230.0,Rockstar Leeds,M
Prince of Persia,PlayStation 3,2008.0,Action Adventure,Ubisoft  ,0.47,0.41,0.03,0.17,1.07,85.0,59.0,7.4,316.0,Ubisoft Montreal,T
MySims Agents,DS,2009.0,Miscellaneous,Electronic Arts  ,0.54,0.42,0.0,0.11,1.07,60.0,5.0,6.3,4.0,TOSE,E
Tomb Raider: Underworld,Xbox 360,2008.0,Action Adventure,Eidos Interactive  ,0.53,0.42,0.01,0.11,1.07,76.0,57.0,6.8,218.0,Crystal Dynamics,T
Endless Ocean,Wii,2008.0,Adventure,Nintendo  ,0.43,0.46,0.09,0.09,1.06,72.0,42.0,8.3,64.0,Arika,E
MySims Agents,Wii,2009.0,Miscellaneous,Electronic Arts  ,0.63,0.32,0.0,0.1,1.05,78.0,28.0,8.5,36.0,Electronic Arts,E
Legacy of Kain: Soul Reaver,PlayStation,1999.0,Action Adventure,Eidos Interactive  ,0.58,0.4,0.0,0.07,1.04,91.0,17.0,9.0,236.0,Crystal Dynamics,T
LEGO Indiana Jones: The Original Adventures,PlayStation 3,2008.0,Action Adventure,LucasArts  ,0.44,0.43,0.0,0.17,1.03,77.0,36.0,7.7,41.0,Traveller's Tales,E10+
Disney Fairies: Tinker Bell and the Lost Treasure,DS,2009.0,Action,Disney Interactive Studios  ,0.57,0.35,0.02,0.1,1.03,,,,,Hyde,E
LEGO Indiana Jones 2: The Adventure Continues,Xbox 360,2009.0,Action Adventure,LucasArts  ,0.62,0.31,0.0,0.09,1.02,71.0,41.0,7.6,44.0,Traveller's Tales,E10+
Harry Potter and the Prisoner of Azkaban,PlayStation 2,2004.0,Action Adventure,Electronic Arts  ,0.5,0.39,0.0,0.13,1.02,70.0,29.0,8.5,58.0,EA Games,E
Prince of Persia,Xbox 360,2008.0,Action Adventure,Ubisoft  ,0.54,0.34,0.02,0.1,1.01,81.0,73.0,7.1,223.0,Ubisoft Montreal,T
Apollo Justice: Ace Attorney,DS,2008.0,Adventure,Capcom  ,0.28,0.05,0.64,0.03,0.99,78.0,48.0,8.0,109.0,Capcom,T
Gangs of London,PSP,2006.0,Action Adventure,Sony Computer Entertainment  ,0.3,0.43,0.0,0.22,0.96,52.0,47.0,6.8,23.0,SCEE London Studio,M
Scooby-Doo! First Frights,Wii,2009.0,Action,Warner Bros. Interactive  ,0.84,0.04,0.0,0.07,0.96,56.0,5.0,8.5,21.0,Torus Games,E10+
Destroy All Humans!,PlayStation 2,2005.0,Action Adventure,THQ  ,0.78,0.03,0.0,0.13,0.94,74.0,50.0,8.0,88.0,Pandemic Studios,T
Prince of Persia: The Sands of Time,Xbox,2003.0,Action Adventure,Ubisoft  ,0.57,0.33,0.0,0.04,0.94,92.0,41.0,8.0,99.0,Ubisoft,T
Monster High: Ghoul Spirit,DS,2011.0,Adventure,THQ  ,0.69,0.16,0.0,0.07,0.93,,,,,ImaginEngine,E
Phoenix Wright: Ace Attorney,DS,2005.0,Adventure,Capcom  ,0.44,0.05,0.39,0.05,0.93,81.0,53.0,9.0,328.0,Capcom,T
LEGO Indiana Jones 2: The Adventure Continues,PlayStation 3,2009.0,Action Adventure,LucasArts  ,0.47,0.3,0.0,0.13,0.9,70.0,25.0,7.2,36.0,Traveller's Tales,E10+
Classic NES Series: The Legend of Zelda,Game Boy Advance,2004.0,Role-Playing,Nintendo  ,0.46,0.17,0.24,0.02,0.89,84.0,16.0,8.5,101.0,Nintendo,E
Classic NES Series: The Legend of Zelda,Game Boy Advance,2004.0,Role-Playing,Nintendo  ,0.0,0.0,0.24,0.0,0.24,84.0,16.0,8.5,101.0,Nintendo,E
Harry Potter and the Order of the Phoenix,DS,2007.0,Action Adventure,Electronic Arts  ,0.28,0.46,0.0,0.1,0.84,51.0,15.0,4.8,24.0,Visual Impact,E
Metroid: Zero Mission,Game Boy Advance,2004.0,Action,Nintendo  ,0.6,0.22,0.0,0.01,0.84,89.0,50.0,8.9,280.0,Nintendo,E
Scooby-Doo! First Frights,DS,2009.0,Action,Warner Bros. Interactive  ,0.6,0.16,0.0,0.07,0.83,,,8.3,6.0,Torus Games,E10+
MediEvil: Resurrection,PSP,2005.0,Action Adventure,Sony Computer Entertainment  ,0.19,0.42,0.0,0.22,0.82,66.0,43.0,8.4,97.0,SCEE,T
The Walking Dead: A Telltale Games Series,PlayStation 3,2012.0,Miscellaneous,Telltale Games  ,0.4,0.25,0.03,0.14,0.82,94.0,6.0,8.8,765.0,Telltale Games,M
The Legend of Zelda: Four Swords Adventures,GameCube,2004.0,Action Adventure,Nintendo  ,0.63,0.16,0.0,0.02,0.81,86.0,55.0,7.5,106.0,Nintendo,E
The 7th Guest,PC,1993.0,Adventure,Virgin Interactive  ,0.03,0.77,0.0,0.0,0.8,,,,,Trilobyte,T
Prince of Persia: Warrior Within,Xbox,2004.0,Action Adventure,Ubisoft  ,0.48,0.28,0.0,0.04,0.8,83.0,55.0,7.8,42.0,Ubisoft Montreal,M
The Godfather II,Xbox 360,2009.0,Action Adventure,Electronic Arts  ,0.47,0.23,0.01,0.08,0.79,65.0,72.0,6.9,64.0,EA Redwood Shores,M
Drawn to Life,DS,2007.0,Action Adventure,THQ  ,0.71,0.01,0.0,0.06,0.78,73.0,34.0,7.8,41.0,5TH Cell,E
That's So Raven,Game Boy Advance,2004.0,Action,Buena Vista  ,0.54,0.2,0.0,0.01,0.76,39.0,6.0,7.6,5.0,Vicarious Visions,E
The Walking Dead: A Telltale Games Series,Xbox 360,2012.0,Miscellaneous,Telltale Games  ,0.55,0.13,0.0,0.07,0.76,92.0,12.0,8.6,1251.0,Telltale Games,M
Raving Rabbids: Travel in Time,Wii,2010.0,Action,Ubisoft  ,0.21,0.46,0.0,0.08,0.75,62.0,24.0,7.0,20.0,Ubisoft,E10+
The Godfather II,PlayStation 3,2009.0,Action Adventure,Electronic Arts  ,0.41,0.21,0.01,0.1,0.74,67.0,53.0,7.2,62.0,EA Redwood Shores,M
iCarly,DS,2009.0,Miscellaneous,Activision  ,0.67,0.01,0.0,0.05,0.73,,,7.0,12.0,Human Soft,E
My Little Pony: Pinkie Pie's Party,DS,2008.0,Adventure,THQ  ,0.67,0.0,0.0,0.06,0.73,,,2.0,6.0,"THQ, Webfoot Technologies",E
LEGO Harry Potter: Years 1-4,PSP,2010.0,Action Adventure,Warner Bros. Interactive  ,0.14,0.38,0.0,0.19,0.71,71.0,4.0,6.3,9.0,TT Fusion,E10+
Ace Attorney Investigations: Miles Edgeworth,DS,2010.0,Adventure,Capcom  ,0.23,0.14,0.3,0.04,0.7,78.0,51.0,8.3,101.0,Capcom,T
Hannah Montana: The Movie,DS,2009.0,Action,Disney Interactive Studios  ,0.38,0.25,0.0,0.07,0.7,,,,,n-Space,E
Classic NES Series: Zelda II: The Adventure of Link,Game Boy Advance,2004.0,Role-Playing,Nintendo  ,0.37,0.14,0.17,0.01,0.7,73.0,8.0,7.3,67.0,Nintendo,E
Harry Potter and the Chamber of Secrets,GameCube,2002.0,Action Adventure,Electronic Arts  ,0.53,0.14,0.0,0.02,0.69,77.0,14.0,8.1,36.0,Eurocom Entertainment Software,E
Prince of Persia: The Two Thrones,PlayStation 2,2005.0,Action Adventure,Ubisoft  ,0.57,0.02,0.0,0.09,0.68,85.0,46.0,8.6,185.0,Ubisoft Montreal,M
Strawberry Shortcake: Summertime Adventure,Game Boy Advance,2004.0,Adventure,Majesco  ,0.47,0.18,0.0,0.01,0.66,,,,,Gorilla Systems,E
Harry Potter and the Goblet of Fire,PlayStation 2,2005.0,Action Adventure,Electronic Arts  ,0.54,0.02,0.0,0.09,0.65,68.0,29.0,6.1,70.0,Electronic Arts,E10+
Drawn to Life: The Next Chapter,DS,2009.0,Miscellaneous,THQ  ,0.44,0.14,0.0,0.06,0.65,72.0,21.0,7.7,28.0,5TH Cell,E
Up,DS,2009.0,Action Adventure,THQ  ,0.3,0.27,0.0,0.07,0.64,,,,,Altron,E
Condemned 2: Bloodshot,Xbox 360,2008.0,Action Adventure,Sega  ,0.38,0.19,0.0,0.06,0.63,80.0,76.0,8.4,200.0,Monolith Productions,M
Tomb Raider III: Adventures of Lara Croft,PC,1998.0,Action Adventure,Eidos Interactive  ,0.59,0.03,0.0,0.0,0.62,,,8.1,53.0,Core Design Ltd.,T
Phoenix Wright: Ace Attorney - Trials and Tribulations,DS,2007.0,Adventure,Capcom  ,0.3,0.03,0.25,0.03,0.62,81.0,45.0,9.0,213.0,Capcom,T
SpongeBob's Atlantis SquarePantis,Wii,2007.0,Action,THQ  ,0.56,0.0,0.0,0.05,0.62,,,4.9,11.0,THQ,E
Harry Potter and the Goblet of Fire,Game Boy Advance,2005.0,Action Adventure,Electronic Arts  ,0.44,0.16,0.0,0.01,0.61,71.0,9.0,6.2,10.0,Magic Pockets,E
The Golden Compass,DS,2007.0,Action Adventure,Sega  ,0.28,0.25,0.0,0.06,0.6,43.0,7.0,5.2,9.0,Artificial Mind and Movement,E10+
The Golden Compass,Wii,2007.0,Action Adventure,Sega  ,0.26,0.28,0.0,0.07,0.6,35.0,12.0,7.3,7.0,Shiny Entertainment,E10+
LEGO Indiana Jones 2: The Adventure Continues,PSP,2009.0,Action Adventure,LucasArts  ,0.21,0.24,0.0,0.14,0.59,,,,,Traveller's Tales,E10+
Silent Hill: Shattered Memories,PlayStation 2,2010.0,Action Adventure,Konami  ,0.13,0.22,0.01,0.23,0.59,77.0,8.0,7.1,139.0,Climax Group,M
Hidden Agenda,PlayStation 4,2017.0,Miscellaneous,Sony Interactive Entertainment  ,0.08,0.42,0.0,0.09,0.59,66.0,45.0,6.5,137.0,Supermassive Games,M
Alice: Madness Returns,PlayStation 3,2011.0,Action Adventure,Electronic Arts  ,0.22,0.24,0.04,0.08,0.59,70.0,51.0,8.1,228.0,Spicy Horse,M
Prince of Persia: The Two Thrones,Xbox,2005.0,Action Adventure,Ubisoft  ,0.33,0.22,0.0,0.03,0.58,85.0,46.0,8.1,36.0,Ubisoft,M
Up,Wii,2009.0,Action Adventure,THQ  ,0.22,0.29,0.0,0.06,0.57,62.0,6.0,8.4,5.0,"Heavy Iron Studios, Asobo Studio",E10+
Soul Reaver 2,PlayStation 2,2001.0,Action Adventure,Eidos Interactive  ,0.27,0.21,0.0,0.07,0.55,80.0,22.0,8.5,56.0,Crystal Dynamics,M
Batman: Vengeance,PlayStation 2,2001.0,Action Adventure,Ubisoft  ,0.27,0.21,0.0,0.07,0.55,68.0,19.0,7.0,12.0,Ubisoft,T
Hotel Dusk: Room 215,DS,2007.0,Adventure,Nintendo  ,0.26,0.04,0.22,0.03,0.54,78.0,57.0,8.5,126.0,Cing,T
Monster High: Ghoul Spirit,Wii,2011.0,Adventure,THQ  ,0.42,0.08,0.0,0.04,0.54,,,,,THQ,E
Legacy of Kain: Defiance,PlayStation 2,2003.0,Action Adventure,Eidos Interactive  ,0.26,0.2,0.0,0.07,0.53,75.0,34.0,8.8,80.0,Crystal Dynamics,M
Phoenix Wright: Ace Attorney - Justice for All,DS,2007.0,Adventure,Capcom  ,0.21,0.04,0.26,0.03,0.53,76.0,51.0,8.6,174.0,Capcom,T
The Grinch,PlayStation,2000.0,Action,Konami  ,0.29,0.2,0.0,0.03,0.52,55.0,8.0,,,VU Games,E
The Golden Compass,PlayStation 2,2007.0,Action Adventure,Sega  ,0.13,0.0,0.0,0.39,0.52,46.0,10.0,5.9,8.0,Shiny Entertainment,E10+
Alien: Isolation,Xbox One,2014.0,Action Adventure,Sega  ,0.23,0.25,0.0,0.04,0.52,78.0,24.0,8.0,430.0,Creative Assembly,M
That's So Raven 2: Supernatural Style,Game Boy Advance,2005.0,Action,Buena Vista  ,0.37,0.14,0.0,0.01,0.52,52.0,5.0,,,Artificial Mind and Movement,E
Harry Potter and the Prisoner of Azkaban,Game Boy Advance,2004.0,Action Adventure,Electronic Arts  ,0.37,0.14,0.0,0.01,0.52,69.0,11.0,8.2,20.0,Griptonite Games,E
Silent Hill 4: The Room,PlayStation 2,2004.0,Action Adventure,Konami  ,0.25,0.19,0.0,0.06,0.51,76.0,54.0,8.0,352.0,KCET,M
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,Game Boy Advance,2004.0,Action,THQ  ,0.36,0.13,0.0,0.01,0.5,56.0,4.0,,,Tantalus,E
Rooms: The Main Building,DS,2010.0,Miscellaneous,Hudson Soft  ,0.1,0.35,0.01,0.05,0.5,56.0,23.0,,,HandMade Game,E
Avatar: The Last Airbender,GameCube,2006.0,Action Adventure,THQ  ,0.39,0.1,0.0,0.01,0.5,60.0,10.0,6.4,5.0,AWE Games,E10+
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,PlayStation 2,2004.0,Adventure,THQ  ,0.24,0.19,0.0,0.06,0.5,65.0,8.0,7.9,9.0,THQ,E
Alice: Madness Returns,Xbox 360,2011.0,Action Adventure,Electronic Arts  ,0.27,0.15,0.04,0.04,0.5,70.0,67.0,8.2,211.0,Spicy Horse,M
Alone in the Dark,Xbox 360,2008.0,Action Adventure,Atari  ,0.14,0.3,0.0,0.05,0.49,58.0,53.0,5.5,172.0,Eden Studios,M
Ultimate I Spy,Wii,2008.0,Miscellaneous,Scholastic Inc.  ,0.45,0.0,0.0,0.03,0.48,,,7.3,4.0,"Gusto Games, Scholastic, Inc.",E
Destroy All Humans! 2,PlayStation 2,2006.0,Action Adventure,THQ  ,0.4,0.02,0.0,0.07,0.48,74.0,39.0,8.5,72.0,Pandemic Studios,T
Luigi's Mansion,3DS,2018.0,Action Adventure,Nintendo  ,0.19,0.16,0.09,0.03,0.47,74.0,43.0,8.1,104.0,"Nintendo, GREZZO",E
ICO,PlayStation 2,2001.0,Action Adventure,Sony Computer Entertainment  ,0.23,0.18,0.0,0.06,0.47,90.0,59.0,8.8,485.0,SCE Japan Studio,T
Silent Hill: Downpour,PlayStation 3,2012.0,Action Adventure,Konami  ,0.21,0.16,0.04,0.06,0.47,64.0,41.0,6.9,318.0,Vatra,M
Jake Power: Fireman,DS,2009.0,Action,Ubisoft  ,0.08,0.34,0.0,0.05,0.47,,,,,Magic Pockets,E
Silent Hill: Shattered Memories,Wii,2009.0,Action Adventure,Konami  ,0.22,0.19,0.01,0.05,0.47,79.0,56.0,7.9,282.0,"Climax Group, Climax Studios",M
